ClassName,MathodName,describe,Event A-object,Event A-behavious,Event A-api,Event B-object,Event B-behavious,Event B-api,Modal,Conditon
android.view.ViewStructure,void setMinTextEms(int minEms)," Sets the minimum width in ems of the text associated with this view, when supported.",,,,,,,,
,,,,,,,,,,
android.view.ViewStub,void setLayoutResource(int layoutResource), Specifies the layout resource to inflate when this StubbedView becomes visible or invisible or when inflate() is invoked.,,,,,,,,
,,,,,,,,,,
android.view.ViewStub,void setVisibility(int visibility)," When visibility is set to VISIBLE or INVISIBLE, inflate() is invoked and this StubbedView is replaced in its parent by the inflated layout resource.",,,,,,,,
,,,,,,,,,,
android.view.ViewTreeObserver.OnDrawListener,abstract void onDraw(), Callback method to be invoked when the view tree is about to be drawn.,,,,,,,,
,,,,,,,,,,
android.view.ViewTreeObserver.OnGlobalFocusChangeListener,"abstract void onGlobalFocusChanged(View oldFocus, View newFocus)", Callback method to be invoked when the focus changes in the view tree.,,,,,,,,
,,,,,,,,,,
android.view.ViewTreeObserver.OnGlobalLayoutListener,abstract void onGlobalLayout(), Callback method to be invoked when the global layout state or the visibility of views within the view tree changes,,,,,,,,
,,,,,,,,,,
android.view.ViewTreeObserver.OnPreDrawListener,abstract boolean onPreDraw(), Callback method to be invoked when the view tree is about to be drawn.,,,,,,,,
,,,,,,,,,,
android.view.ViewTreeObserver.OnScrollChangedListener,abstract void onScrollChanged(), Callback method to be invoked when something in the view tree has been scrolled.,,,,,,,,
,,,,,,,,,,
android.view.ViewTreeObserver.OnTouchModeChangeListener,abstract void onTouchModeChanged(boolean isInTouchMode), Callback method to be invoked when the touch mode changes.,,,,,,,,
,,,,,,,,,,
android.view.ViewTreeObserver.OnWindowAttachListener,abstract void onWindowAttached(), Callback method to be invoked when the view hierarchy is attached to a window,,,,,,,,
,,,,,,,,,,
android.view.ViewTreeObserver.OnWindowAttachListener,abstract void onWindowDetached(), Callback method to be invoked when the view hierarchy is detached from a window,,,,,,,,
,,,,,,,,,,
android.view.ViewTreeObserver.OnWindowFocusChangeListener,abstract void onWindowFocusChanged(boolean hasFocus), Callback method to be invoked when the window focus changes in the view tree.,,,,,,,,
,,,,,,,,,,
android.view.ViewTreeObserver,void addOnDrawListener(ViewTreeObserver.OnDrawListener listener), Register a callback to be invoked when the view tree is about to be drawn.,,,,,,,,
,,,,,,,,,,
android.view.ViewTreeObserver,void addOnGlobalFocusChangeListener(ViewTreeObserver.OnGlobalFocusChangeListener listener), Register a callback to be invoked when the focus state within the view tree changes.,,,,,,,,
,,,,,,,,,,
android.view.ViewTreeObserver,void addOnGlobalLayoutListener(ViewTreeObserver.OnGlobalLayoutListener listener), Register a callback to be invoked when the global layout state or the visibility of views within the view tree changes,,,,,,,,
,,,,,,,,,,
android.view.ViewTreeObserver,void addOnPreDrawListener(ViewTreeObserver.OnPreDrawListener listener), Register a callback to be invoked when the view tree is about to be drawn,,,,,,,,
,,,,,,,,,,
android.view.ViewTreeObserver,void addOnScrollChangedListener(ViewTreeObserver.OnScrollChangedListener listener), Register a callback to be invoked when a view has been scrolled.,,,,,,,,
,,,,,,,,,,
android.view.ViewTreeObserver,void addOnTouchModeChangeListener(ViewTreeObserver.OnTouchModeChangeListener listener), Register a callback to be invoked when the invoked when the touch mode changes.,,,,,,,,
,,,,,,,,,,
android.view.ViewTreeObserver,void addOnWindowAttachListener(ViewTreeObserver.OnWindowAttachListener listener), Register a callback to be invoked when the view hierarchy is attached to a window.,,,,,,,,
,,,,,,,,,,
android.view.ViewTreeObserver,void addOnWindowFocusChangeListener(ViewTreeObserver.OnWindowFocusChangeListener listener), Register a callback to be invoked when the window focus state within the view tree changes.,,,,,,,,
,,,,,,,,,,
android.webkit.CookieSyncManager,void run()," When an object implementing interface Runnable is used to create a thread, starting the thread causes the object's run method to be called in that separately executing thread.",,,,,,,,
,,,,,,,,,,
android.webkit.PluginStub,"abstract View getFullScreenView(int NPP, Context context)", Return a custom full-screen view to be displayed when the user requests a plugin display as full-screen.,,,,,,,,
,,,,,,,,,,
android.webkit.TracingController.TracingOutputStream,abstract void complete(), Called when tracing is finished and the data collection is over.,,,,,,,,
,,,,,,,,,,
android.webkit.ValueCallback,abstract void onReceiveValue(T value), Invoked when the value is available.,,,,,,,,
,,,,,,,,,,
android.webkit.WebChromeClient.CustomViewCallback,abstract void onCustomViewHidden(), Invoked when the host application dismisses the custom view.,,,,,,,,
,,,,,,,,,,
android.webkit.WebChromeClient,Bitmap getDefaultVideoPoster()," When not playing, video elements are represented by a 'poster' image.",,,,,,,,
,,,,,,,,,,
android.webkit.WebIconDatabase.IconListener,"abstract void onReceivedIcon(String url, Bitmap icon)", Called when the icon has been retrieved from the database and the result is non-null.,,,,,,,,
,,,,,,,,,,
android.webkit.WebSettings,abstract boolean getDisplayZoomControls(), Gets whether the WebView displays on-screen zoom controls when using the built-in zoom mechanisms.,,,,,,,,
,,,,,,,,,,
android.webkit.WebSettings,abstract boolean getOffscreenPreRaster(), Gets whether this WebView should raster tiles when it is offscreen but attached to a window.,,,,,,,,
,,,,,,,,,,
android.webkit.WebSettings,abstract void setDefaultTextEncodingName(String encoding), Sets the default text encoding name to use when decoding html pages.,,,,,,,,
,,,,,,,,,,
android.webkit.WebSettings,abstract void setDisplayZoomControls(boolean enabled), Sets whether the WebView should display on-screen zoom controls when using the built-in zoom mechanisms.,,,,,,,,
,,,,,,,,,,
android.webkit.WebSettings,abstract void setMixedContentMode(int mode), Configures the WebView's behavior when a secure origin attempts to load a resource from an insecure origin.,,,,,,,,
,,,,,,,,,,
android.webkit.WebSettings,abstract void setNeedInitialFocus(boolean flag)," Tells the WebView whether it needs to set a node to have focus when requestFocus(int, android.graphics.Rect) is called.",,,,,,,,
,,,,,,,,,,
android.webkit.WebSettings,abstract void setOffscreenPreRaster(boolean enabled), Sets whether this WebView should raster tiles when it is offscreen but attached to a window.,,,,,,,,
,,,,,,,,,,
android.webkit.WebView,void freeMemory()," This method was deprecated in API level 19. Memory caches are automatically dropped when no longer needed, and in response to system memory pressure.",,,,,,,,
,,,,,,,,,,
android.webkit.WebView,boolean getRendererPriorityWaivedWhenNotVisible(), Return whether this WebView requests a priority of RENDERER_PRIORITY_WAIVED when not visible.,,,,,,,,
,,,,,,,,,,
android.webkit.WebView,void onFinishTemporaryDetach(), Called after onStartTemporaryDetach() when the container is done changing the view.,,,,,,,,
,,,,,,,,,,
android.webkit.WebView,"boolean onKeyDown(int keyCode, KeyEvent event)"," Default implementation of KeyEvent.Callback.onKeyDown(): perform press of the view when KEYCODE_DPAD_CENTER or KEYCODE_ENTER is released, if the view is enabled and clickable.",,,,,,,,
,,,,,,,,,,
android.webkit.WebView,"boolean onKeyUp(int keyCode, KeyEvent event)"," Default implementation of KeyEvent.Callback.onKeyUp(): perform clicking of the view when KEYCODE_DPAD_CENTER, KEYCODE_ENTER or KEYCODE_SPACE is released.",,,,,,,,
,,,,,,,,,,
android.webkit.WebView,void onProvideVirtualStructure(ViewStructure structure), Called when assist structure is being retrieved from a view as part of Activity.onProvideAssistData to generate additional virtual structure under this view.,,,,,,,,
,,,,,,,,,,
android.webkit.WebView,void onStartTemporaryDetach()," This is called when a container is going to temporarily detach a child, with ViewGroup.detachViewFromParent.",,,,,,,,
,,,,,,,,,,
android.webkit.WebView,void onWindowFocusChanged(boolean hasWindowFocus), Called when the window containing this view gains or loses focus.,,,,,,,,
,,,,,,,,,,
android.webkit.WebView,"void postVisualStateCallback(long requestId, WebView.VisualStateCallback callback)"," Posts a WebView.VisualStateCallback, which will be called when the current state of the WebView is ready to be drawn.",,,,,,,,
,,,,,,,,,,
android.webkit.WebView,"boolean requestChildRectangleOnScreen(View child, Rect rect, boolean immediate)", Called when a child of this group wants a particular rectangle to be positioned onto the screen.,,,,,,,,
,,,,,,,,,,
android.webkit.WebView,void setDownloadListener(DownloadListener listener)," Registers the interface to be used when content can not be handled by the rendering engine, and should be downloaded instead.",,,,,,,,
,,,,,,,,,,
android.webkit.WebView.VisualStateCallback,abstract void onComplete(long requestId), Invoked when the visual state is ready to be drawn in the next onDraw(Canvas).,,,,,,,,
,,,,,,,,,,
android.webkit.WebViewClient,"void onTooManyRedirects(WebView view, Message cancelMsg, Message continueMsg)"," This method was deprecated in API level 8. This method is no longer called. When the WebView encounters a redirect loop, it will cancel the load.",,,,,,,,
,,,,,,,,,,
android.webkit.WebViewClient,"boolean shouldOverrideUrlLoading(WebView view, WebResourceRequest request)", Give the host application a chance to take over the control when a new url is about to be loaded in the current WebView.,,,,,,,,
,,,,,,,,,,
android.webkit.WebViewFragment,void onDestroy(), Called when the fragment is no longer in use.,,,,,,,,
,,,,,,,,,,
android.webkit.WebViewFragment,void onDestroyView(), Called when the WebView has been detached from the fragment.,,,,,,,,
,,,,,,,,,,
android.webkit.WebViewFragment,void onPause(), Called when the fragment is visible to the user and actively running.,,,,,,,,
,,,,,,,,,,
android.webkit.WebViewFragment,void onResume(), Called when the fragment is no longer resumed.,,,,,,,,
